t,v_ref,w_ref,delta_ref,v_cmd,delta_cmd,v_meas,delta_meas,v_err,delta_err,clamped,vel_rate_limited,steer_rate_limited,fl,fr,rl,rr,steer_l,steer_r,heading,curvature,x,y
2.14000000,1.00000000,0.50000000,0.46364761,0.85085000,0.45264454,0.74935000,0.45264454,0.25065000,0.01100307,0,0,1,53.23802743,67.42811205,46.26406075,62.06952591,0.51761042,0.40136418,0.37639121,0.48632087,0.78753428,0.14576493
2.15000000,1.00000000,0.50000000,0.46364761,0.85435000,0.46064454,0.75285000,0.46064454,0.24715000,0.00300307,0,0,1,53.58629042,68.06704511,46.29232798,62.48689253,0.52786623,0.40773893,0.38010988,0.49625178,0.79452542,0.14855817
2.16000000,1.00000000,0.50000000,0.46364761,0.85785000,0.45276004,0.75635000,0.45276004,0.24365000,0.01088757,0,0,0,53.67784688,67.98804934,46.64233823,62.58251611,0.51775827,0.40145634,0.38377222,0.48646370,0.80153874,0.15139011
2.17000000,1.00000000,0.50000000,0.46364761,0.86135000,0.46076004,0.75985000,0.46076004,0.24015000,0.00288757,0,0,1,54.02727320,68.63004759,46.66924970,63.00123848,0.52801453,0.40783084,0.38752671,0.49639574,0.80857379,0.15426158
2.18000000,1.00000000,0.50000000,0.46364761,0.86485000,0.45285885,0.76335000,0.45285885,0.23665000,0.01078876,0,0,0,54.11743107,68.54731445,47.02091831,63.09520371,0.51788475,0.40153518,0.39122403,0.48658589,0.81563053,0.15717239
2.19000000,1.00000000,0.50000000,0.46364761,0.86835000,0.46085885,0.76685000,0.46085885,0.23315000,0.00278876,0,0,1,54.46800714,69.19236429,47.04647780,63.51527807,0.52814140,0.40790946,0.39501421,0.49651890,0.82270848,0.16012339
2.20000000,1.00000000,0.50000000,0.46364761,0.87185000,0.45303501,0.77035000,0.45303501,0.22965000,0.01061260,0,0,0,54.55828746,69.11019551,47.39787236,63.60951735,0.51811027,0.40167573,0.39874726,0.48680378,0.82980763,0.16311438
2.21000000,1.00000000,0.50000000,0.46364761,0.87535000,0.46103501,0.77385000,0.46103501,0.22615000,0.00261260,0,0,1,54.91008554,69.75836786,47.42206056,64.03096298,0.52836760,0.40804962,0.40257389,0.49673850,0.83692748,0.16614623
2.22000000,1.00000000,0.50000000,0.46364761,0.87885000,0.45303501,0.77735000,0.45303501,0.22265000,0.01061260,0,0,1,54.99633071,69.66507464,47.77842533,64.12023206,0.51811027,0.40167573,0.40634102,0.48680378,0.84406801,0.16921871
2.23000000,1.00000000,0.50000000,0.46364761,0.88235000,0.46103501,0.78085000,0.46103501,0.21915000,0.00261260,0,0,1,55.34919058,70.31621166,47.80128536,64.54300587,0.52836760,0.40804962,0.41020242,0.49673850,0.85122872,0.17233270
2.24000000,1.00000000,0.50000000,0.46364761,0.88585000,0.45350062,0.78435000,0.45350062,0.21565000,0.01014699,0,0,0,55.44200599,70.24163106,48.14923179,64.64069328,0.51870641,0.40204720,0.41400812,0.48737986,0.85840956,0.17548800
2.25000000,1.00000000,0.50000000,0.46364761,0.88935000,0.46150062,0.78785000,0.46150062,0.21215000,0.00214699,0,0,1,55.79636100,70.89615821,48.17064780,65.06491111,0.52896555,0.40842004,0.41790884,0.49731914,0.86561004,0.17868549
2.26000000,1.00000000,0.50000000,0.46364761,0.89285000,0.45350062,0.79135000,0.45350062,0.20865000,0.01014699,0,0,1,55.88010955,70.79668148,48.52970774,65.15148501,0.51870641,0.40204720,0.42174867,0.48737986,0.87283011,0.18192494
2.27000000,1.00000000,0.50000000,0.46364761,0.89635000,0.46150062,0.79485000,0.46150062,0.20515000,0.00214699,0,0,1,56.23552952,71.45417599,48.54979497,65.57703162,0.52896555,0.40842004,0.42568420,0.49731914,0.88006926,0.18520722
2.28000000,1.00000000,0.50000000,0.46364761,0.89985000,0.45350062,0.79835000,0.45350062,0.20165000,0.01014699,0,0,1,56.31821311,71.35173190,48.91018369,65.66227674,0.51870641,0.40204720,0.42955814,0.48737986,0.88732746,0.18853210
2.29000000,1.00000000,0.50000000,0.46364761,0.90335000,0.46150062,0.80185000,0.46150062,0.19815000,0.00214699,0,0,1,56.67469805,72.01219376,48.92894214,66.08915214,0.52896555,0.40842004,0.43352849,0.49731914,0.89460416,0.19190048
2.30000000,1.00000000,0.50000000,0.46364761,0.90685000,0.45358925,0.80535000,0.45358925,0.19465000,0.01005835,0,0,0,56.75780658,71.91100874,49.28875988,66.17496823,0.51881990,0.40211790,0.43743742,0.48748955,0.90189934,0.19531210
2.31000000,1.00000000,0.50000000,0.46364761,0.91035000,0.46158925,0.80885000,0.46158925,0.19115000,0.00205835,0,0,1,57.11544084,72.57452051,49.30616712,66.60319483,0.52907938,0.40849055,0.44144347,0.49742970,0.90921245,0.19876787
2.32000000,1.00000000,0.50000000,0.46364761,0.91385000,0.45373471,0.81235000,0.45373471,0.18765000,0.00991290,0,0,0,57.19838756,72.47308312,49.66607892,66.68891687,0.51900616,0.40223392,0.44538799,0.48766959,0.91654345,0.20226754
2.33000000,1.00000000,0.50000000,0.46364761,0.91735000,0.46173471,0.81585000,0.46173471,0.18415000,0.00191290,0,0,1,57.55722687,73.13969913,49.68212028,67.11850936,0.52926620,0.40860625,0.44943033,0.49761116,0.92389177,0.20581202
2.34000000,1.00000000,0.50000000,0.46364761,0.92085000,0.45373471,0.81935000,0.45373471,0.18065000,0.00991290,0,0,1,57.63652151,73.02821972,50.04651614,67.19974733,0.51900616,0.40223392,0.45340898,0.48766959,0.93125739,0.20940104
2.35000000,1.00000000,0.50000000,0.46364761,0.92435000,0.46173471,0.82285000,0.46173471,0.17715000,0.00191290,0,0,1,57.99642738,73.69780442,50.06122840,67.63066891,0.52926620,0.40860625,0.45748616,0.49761116,0.93863971,0.21303552
2.36000000,1.00000000,0.50000000,0.46364761,0.92785000,0.45417650,0.82635000,0.45417650,0.17365000,0.00947111,0,0,0,58.08227422,73.60492796,50.41726076,67.72027040,0.51957194,0.40258629,0.46150345,0.48821656,0.94603872,0.21671521
2.37000000,1.00000000,0.50000000,0.46364761,0.93135000,0.46217650,0.82985000,0.46217650,0.17015000,0.00147111,0,0,1,58.44367664,74.27790090,50.43053033,68.15263467,0.52983369,0.40895764,0.46562002,0.49816246,0.95345379,0.22044105
2.38000000,1.00000000,0.50000000,0.46364761,0.93485000,0.45417650,0.83335000,0.45417650,0.16665000,0.00947111,0,0,1,58.52046565,74.16022730,50.79762485,68.23117399,0.51957194,0.40258629,0.46967148,0.48821656,0.96088491,0.22421274
2.39000000,1.00000000,0.50000000,0.46364761,0.93835000,0.46217650,0.83685000,0.46217650,0.16315000,0.00147111,0,0,1,58.88293765,74.83617148,50.80956476,68.66486792,0.52983369,0.40895764,0.47382292,0.49816246,0.96833146,0.22803121
2.40000000,1.00000000,0.50000000,0.46364761,0.94185000,0.45417650,0.84035000,0.45417650,0.15965000,0.00947111,0,0,1,58.95865709,74.71552665,51.17798894,68.74207758,0.51957194,0.40258629,0.47790856,0.48821656,0.97579342,0.23189617
2.41000000,1.00000000,0.50000000,0.46364761,0.94535000,0.46217650,0.84385000,0.46217650,0.15615000,0.00147111,0,0,1,59.32219865,75.39444206,51.18859918,69.17710118,0.52983369,0.40895764,0.48209487,0.49816246,0.98327015,0.23580857
2.42000000,1.00000000,0.50000000,0.46364761,0.94885000,0.45417679,0.84735000,0.45417679,0.15265000,0.00947082,0,0,0,59.39685371,75.27084067,51.55834645,69.25298776,0.51957232,0.40258652,0.48621469,0.48821692,0.99076164,0.23976809
2.43000000,1.00000000,0.50000000,0.46364761,0.95235000,0.46217679,0.85085000,0.46217679,0.14915000,0.00147082,0,0,1,59.76146514,75.95272761,51.56762694,69.68934110,0.52983407,0.40895787,0.49043587,0.49816283,0.99826722,0.24377568
2.44000000,1.00000000,0.50000000,0.46364761,0.95585000,0.45459038,0.85435000,0.45459038,0.14565000,0.00905723,0,0,0,59.84241339,75.84696173,51.92935873,69.77324315,0.52010207,0.40291635,0.49459422,0.48872920,1.00578688,0.24783106
2.45000000,1.00000000,0.50000000,0.46364761,0.95935000,0.46259038,0.85785000,0.46259038,0.14215000,0.00105723,0,0,1,60.20850870,76.53222257,51.93720091,70.21103481,0.53036543,0.40928678,0.49885469,0.49867916,1.01331993,0.25193519
2.46000000,1.00000000,0.50000000,0.46364761,0.96285000,0.45459038,0.86135000,0.45459038,0.13865000,0.00905723,0,0,1,60.28065882,76.40241366,52.30965429,70.28421528,0.52010207,0.40291635,0.50304725,0.48872920,1.02086637,0.25608774
2.47000000,1.00000000,0.50000000,0.46364761,0.96635000,0.46259038,0.86485000,0.46259038,0.13515000,0.00105723,0,0,1,60.64782653,77.09064812,52.31616626,70.72333714,0.53036543,0.40928678,0.50734262,0.49867916,1.02842549,0.26028966
2.48000000,1.00000000,0.50000000,0.46364761,0.96985000,0.45459038,0.86835000,0.45459038,0.13165000,0.00905723,0,0,1,60.71890425,76.95786560,52.68994985,70.79518740,0.52010207,0.40291635,0.51156940,0.48872920,1.03599730,0.26454064
2.49000000,1.00000000,0.50000000,0.46364761,0.97335000,0.46259038,0.87185000,0.46259038,0.12815000,0.00105723,0,0,1,61.08714436,77.64907368,52.69513161,71.23563948,0.53036543,0.40928678,0.51589968,0.49867916,1.04358108,0.26884163
2.50000000,1.00000000,0.50000000,0.46364761,0.97685000,0.45459038,0.87535000,0.45459038,0.12465000,0.00905723,0,0,1,61.15714968,77.51331753,53.07024541,71.30615952,0.52010207,0.40291635,0.52016066,0.48872920,1.05117684,0.27319229
2.51000000,1.00000000,0.50000000,0.46364761,0.98035000,0.46259038,0.87885000,0.46259038,0.12115000,0.00105723,0,0,1,61.52646219,78.20749924,53.07409696,71.74794181,0.53036543,0.40928678,0.52452585,0.49867916,1.05878383,0.27759360
2.52000000,1.00000000,0.50000000,0.46364761,0.98385000,0.45491125,0.88235000,0.45491125,0.11765000,0.00873636,0,0,0,61.60129297,78.08540823,53.44307051,71.82460210,0.52051313,0.40317220,0.52882454,0.48912677,1.06640204,0.28204522
2.53000000,1.00000000,0.50000000,0.46364761,0.98735000,0.46291125,0.88585000,0.46291125,0.11415000,0.00073636,0,0,1,61.97200839,78.78288360,53.44550579,72.26780066,0.53077772,0.40954192,0.53322817,0.49907989,1.07403072,0.28654813
2.54000000,1.00000000,0.50000000,0.46364761,0.99085000,0.45491125,0.88935000,0.45491125,0.11065000,0.00873636,0,0,1,62.03958036,78.64097854,53.82331291,72.33562738,0.52051313,0.40317220,0.53756110,0.48912677,1.08166989,0.29110198
2.55000000,1.00000000,0.50000000,0.46364761,0.99435000,0.46291125,0.89285000,0.46291125,0.10715000,0.00073636,0,0,1,62.41137037,79.34142938,53.82441756,72.78015657,0.53077772,0.40954192,0.54199967,0.49907989,1.08931874,0.29570775
2.56000000,1.00000000,0.50000000,0.46364761,0.99785000,0.45491125,0.89635000,0.45491125,0.10365000,0.00873636,0,0,1,62.47786776,79.19654886,54.20355532,72.84665265,0.52051313,0.40317220,0.54636684,0.48912677,1.09697732,0.30036507
2.57000000,1.00000000,0.50000000,0.46364761,1.00135000,0.46291125,0.89985000,0.46291125,0.10015000,0.00073636,0,0,1,62.85073236,79.89997517,54.20332933,73.29251248,0.53077772,0.40954192,0.55084034,0.49907989,1.10464480,0.30507491
2.58000000,1.00000000,0.50000000,0.46364761,1.00485000,0.45501518,0.90335000,0.45501518,0.09665000,0.00863242,0,0,0,62.91810904,79.75762610,54.58132574,73.36014991,0.52064628,0.40325507,0.55524291,0.48925558,1.11232122,0.30983692
2.59000000,1.00000000,0.50000000,0.46364761,1.00835000,0.46301518,0.90685000,0.46301518,0.09315000,0.00063242,0,0,1,63.29215749,80.46413340,54.57974082,73.80736868,0.53091128,0.40962456,0.55975252,0.49920972,1.12000575,0.31465208
2.60000000,1.00000000,0.50000000,0.46364761,1.01185000,0.45501518,0.91035000,0.45501518,0.08965000,0.00863242,0,0,1,63.35641005,80.31323478,54.96155093,73.87119241,0.52064628,0.40325507,0.56418933,0.48925558,1.12769841,0.31952000
2.61000000,1.00000000,0.50000000,0.46364761,1.01535000,0.46301518,0.91385000,0.46301518,0.08615000,0.00063242,0,0,1,63.73153380,81.02271815,54.95863523,74.31974194,0.53091128,0.40962456,0.56873389,0.49920972,1.13539836,0.32444168
2.62000000,1.00000000,0.50000000,0.46364761,1.01885000,0.45535769,0.91735000,0.45535769,0.08265000,0.00828992,0,0,0,63.80124889,80.88725128,55.33351483,74.39049619,0.52108512,0.40352813,0.57320883,0.48968013,1.14310561,0.32941676
2.63000000,1.00000000,0.50000000,0.46364761,1.02235000,0.46335769,0.92085000,0.46335769,0.07915000,0.00028992,0,0,1,64.17781284,81.60006254,55.32917414,74.84047072,0.53135144,0.40989687,0.57779226,0.49963765,1.15081930,0.33444622
2.64000000,1.00000000,0.50000000,0.46364761,1.02585000,0.45535769,0.92435000,0.45535769,0.07565000,0.00828992,0,0,1,64.23959481,81.44298643,55.71368325,74.90159544,0.52108512,0.40352813,0.58230148,0.48968013,1.15853947,0.33952966
2.65000000,1.00000000,0.50000000,0.46364761,1.02935000,0.46335769,0.92785000,0.46335769,0.07215000,0.00028992,0,0,1,64.61723641,82.15877574,55.70801135,75.35290119,0.53135144,0.40989687,0.58691988,0.49963765,1.16626521,0.34466808
2.66000000,1.00000000,0.50000000,0.46364761,1.03285000,0.45535769,0.93135000,0.45535769,0.06865000,0.00828992,0,0,1,64.67794073,81.99872158,56.09385168,75.41269469,0.52108512,0.40352813,0.59146337,0.48968013,1.17399659,0.34986107
2.67000000,1.00000000,0.50000000,0.46364761,1.03635000,0.46335769,0.93485000,0.46335769,0.06515000,0.00028992,0,0,1,65.05665999,82.71748894,56.08684856,75.86533166,0.53135144,0.40989687,0.59611675,0.49963765,1.18173268,0.35510963
2.68000000,1.00000000,0.50000000,0.46364761,1.03985000,0.45535769,0.93835000,0.45535769,0.06165000,0.00828992,0,0,1,65.11628665,82.55445674,56.47402011,75.92379395,0.52108512,0.40352813,0.60069452,0.48968013,1.18947353,0.36041333
2.69000000,1.00000000,0.50000000,0.46364761,1.04335000,0.46335769,0.94185000,0.46335769,0.05815000,0.00028992,0,0,1,65.49608356,83.27620214,56.46568576,76.37776214,0.53135144,0.40989687,0.60538287,0.49963765,1.19721822,0.36577318
2.70000000,1.00000000,0.50000000,0.46364761,1.04685000,0.45567077,0.94535000,0.45567077,0.05465000,0.00797684,0,0,0,65.56078615,83.12749211,56.84642677,76.44265497,0.52148632,0.40377771,0.60999858,0.49006835,1.20496677,0.37118877
2.71000000,1.00000000,0.50000000,0.46364761,1.05035000,0.46367077,0.94885000,0.46367077,0.05115000,-0.00002316,0,0,1,65.94200312,83.85254462,56.83667334,76.89804224,0.53175384,0.41014575,0.61472561,0.50002895,1.21271822,0.37666111
2.72000000,1.00000000,0.50000000,0.46364761,1.05385000,0.45567077,0.95235000,0.45567077,0.04765000,0.00797684,0,0,1,65.99917322,83.68334294,57.22654329,76.95380613,0.52148632,0.40377771,0.61937562,0.49006835,1.22047265,0.38218976
2.73000000,1.00000000,0.50000000,0.46364761,1.05735000,0.46367077,0.95585000,0.46367077,0.04415000,-0.00002316,0,0,1,66.38146999,84.41137531,57.21545823,77.41052503,0.53175384,0.41014575,0.62413764,0.50002895,1.22822906,0.38777573
2.74000000,1.00000000,0.50000000,0.46364761,1.06085000,0.45567077,0.95935000,0.45567077,0.04065000,0.00797684,0,0,1,66.43756029,84.23919377,57.60665982,77.46495728,0.52148632,0.40377771,0.62882196,0.49006835,1.23598752,0.39341855
2.75000000,1.00000000,0.50000000,0.46364761,1.06435000,0.46367077,0.96285000,0.46367077,0.03715000,-0.00002316,0,0,1,66.82093685,84.97020600,57.59424313,77.92300782,0.53175384,0.41014575,0.63361899,0.50002895,1.24374704,0.39911925
2.76000000,1.00000000,0.50000000,0.46364761,1.06785000,0.45567077,0.96635000,0.45567077,0.03365000,0.00797684,0,0,1,66.87594736,84.79504461,57.98677635,77.97610843,0.52148632,0.40377771,0.63833761,0.49006835,1.25150767,0.40487736
2.77000000,1.00000000,0.50000000,0.46364761,1.07135000,0.46367077,0.96985000,0.46367077,0.03015000,-0.00002316,0,0,1,67.26040372,85.52903668,57.97302802,78.43549060,0.53175384,0.41014575,0.64316964,0.50002895,1.25926840,0.41069388
2.78000000,1.00000000,0.50000000,0.46364761,1.07485000,0.45594698,0.97335000,0.45594698,0.02665000,0.00770062,0,0,0,67.31991915,85.36657550,58.35985997,78.49429249,0.52184031,0.40399787,0.64792589,0.49041095,1.26702928,0.41656838
2.79000000,1.00000000,0.50000000,0.46364761,1.07835000,0.46394698,0.97685000,0.46394698,0.02315000,-0.00029938,0,0,1,67.70576519,86.10384432,58.34470098,78.95508533,0.53210889,0.41036531,0.65279629,0.50037428,1.27478927,0.42250187
2.80000000,1.00000000,0.50000000,0.46364761,1.08185000,0.45594698,0.98035000,0.45594698,0.01965000,0.00770062,0,0,1,67.75834259,85.92252845,58.73993070,79.00548945,0.52184031,0.40399787,0.65758687,0.49041095,1.28254844,0.42849385
2.81000000,1.00000000,0.50000000,0.46364761,1.08535000,0.46394698,0.98385000,0.46394698,0.01615000,-0.00029938,0,0,1,68.14527032,86.66277872,58.72343971,79.46761428,0.53210889,0.41036531,0.66249229,0.50037428,1.29030572,0.43454535
2.82000000,1.00000000,0.50000000,0.46364761,1.08885000,0.45594698,0.98735000,0.45594698,0.01265000,0.00770062,0,0,1,68.19676603,86.47848140,59.12000142,79.51668641,0.52184031,0.40399787,0.66731719,0.49041095,1.29806120,0.44065588
2.83000000,1.00000000,0.50000000,0.46364761,1.09235000,0.46394698,0.99085000,0.46394698,0.00915000,-0.00029938,0,0,1,68.58477545,87.22171312,59.10217844,79.98014323,0.53210889,0.41036531,0.67225764,0.50037428,1.30581379,0.44682643
2.84000000,1.00000000,0.50000000,0.46364761,1.09585000,0.45596258,0.99435000,0.45596258,0.00565000,0.00768503,0,0,0,68.63551116,87.03533696,59.49966736,80.02828815,0.52186029,0.40401030,0.67711707,0.49043029,1.31356358,0.45305652
2.85000000,1.00000000,0.50000000,0.46364761,1.09935000,0.46396258,0.99785000,0.46396258,0.00215000,-0.00031497,0,0,1,69.02462009,87.78156717,59.48050785,80.49308150,0.53212893,0.41037770,0.68209273,0.50039377,1.32130944,0.45934716
2.86000000,1.00000000,0.50000000,0.46364761,1.10285000,0.45617906,1.00135000,0.45617906,-0.00135000,0.00746855,0,0,0,69.07843522,87.60391125,59.87407851,80.54514468,0.52213775,0.40418283,0.68698917,0.49069887,1.32905147,0.46569784
2.87000000,1.00000000,0.50000000,0.46364761,1.10635000,0.46417906,1.00485000,0.46417906,-0.00485000,-0.00053145,0,0,1,69.46887492,88.35336082,59.85352386,81.01133318,0.53240723,0.41054976,0.69200258,0.50066448,1.33678851,0.47210959
2.88000000,1.00000000,0.50000000,0.46364761,1.10985000,0.45617906,1.00835000,0.45617906,-0.00835000,0.00746855,0,0,1,69.51688927,88.15995004,60.25411075,81.05638013,0.52213775,0.40418283,0.69693336,0.49069887,1.34452068,0.47858188
2.89000000,1.00000000,0.50000000,0.46364761,1.11335000,0.46417906,1.01185000,0.46417906,-0.01185000,-0.00053145,0,0,1,69.90841225,88.91238240,60.23222378,81.52390093,0.53240723,0.41054976,0.70198181,0.50066448,1.35224680,0.48511572
2.90000000,1.00000000,0.50000000,0.46364761,1.11685000,0.45617906,1.01535000,0.45617906,-0.01535000,0.00746855,0,0,1,69.95534332,88.71598883,60.63414298,81.56761557,0.52213775,0.40418283,0.70694695,0.49069887,1.35996700,0.49171057
2.91000000,1.00000000,0.50000000,0.46364761,1.12035000,0.46417906,1.01885000,0.46417906,-0.01885000,-0.00053145,0,0,1,70.34794958,89.47140398,60.61092371,82.03646868,0.53240723,0.41054976,0.71203045,0.50066448,1.36768007,0.49836746
2.92000000,1.00000000,0.50000000,0.46364761,1.12385000,0.45631366,1.02235000,0.45631366,-0.02235000,0.00733395,0,0,0,70.39665100,89.28002391,61.01059017,82.08243606,0.52231029,0.40429010,0.71703163,0.49086589,1.37538613,0.50508583
2.93000000,1.00000000,0.50000000,0.46364761,1.12735000,0.46431366,1.02585000,0.46431366,-0.02585000,-0.00066605,0,0,1,70.79049819,90.03857212,60.98599880,82.55266128,0.53258028,0.41065673,0.72215190,0.50083284,1.38308395,0.51186671
2.94000000,1.00000000,0.50000000,0.46364761,1.13085000,0.45631366,1.02935000,0.45631366,-0.02935000,0.00733395,0,0,1,70.83512282,89.83611251,61.39060008,82.59369384,0.52231029,0.40429010,0.72718745,0.49086589,1.39077368,0.51870953
2.95000000,1.00000000,0.50000000,0.46364761,1.13435000,0.46431366,1.03285000,0.46431366,-0.03285000,-0.00066605,0,0,1,71.23005422,90.59764428,61.36467622,83.06525154,0.53258028,0.41065673,0.73234277,0.50083284,1.39845406,0.52561531
2.96000000,1.00000000,0.50000000,0.46364761,1.13785000,0.45638748,1.03635000,0.45638748,-0.03635000,0.00726013,0,0,0,71.27518019,90.39664194,61.76861918,83.10694242,0.52240491,0.40434893,0.73741362,0.49095750,1.40612523,0.53258347
2.97000000,1.00000000,0.50000000,0.46364761,1.14135000,0.46438748,1.03985000,0.46438748,-0.03985000,-0.00073987,0,0,1,71.67128329,91.16124058,61.74134081,83.57985463,0.53267519,0.41071540,0.74260496,0.50092518,1.41378590,0.53961504
2.98000000,1.00000000,0.50000000,0.46364761,1.14485000,0.45638748,1.04335000,0.45638748,-0.04335000,0.00726013,0,0,1,71.71366177,90.95275786,62.14861684,83.61821244,0.52240491,0.40434893,0.74771018,0.49095750,1.42143624,0.54670941
2.99000000,1.00000000,0.50000000,0.46364761,1.14835000,0.46438748,1.04685000,0.46438748,-0.04685000,-0.00073987,0,0,1,72.11084958,91.72034049,62.12000588,84.09245723,0.53267519,0.41071540,0.75293659,0.50092518,1.42907494,0.55386761
3.00000000,1.00000000,0.50000000,0.46364761,1.15185000,0.45664665,1.05035000,0.45664665,-0.05035000,0.00700096,0,0,0,72.15778455,91.52466197,62.52153787,84.13655909,0.52273715,0.40455546,0.75807954,0.49127919,1.43670214,0.56108906
3.01000000,1.00000000,0.50000000,0.46364761,1.15535000,0.46464665,1.05385000,0.46464665,-0.05385000,-0.00099904,0,0,1,72.55636793,92.29552410,62.49151627,84.61221453,0.53300842,0.41092136,0.76334442,0.50124943,1.44431650,0.56837477
3.02000000,1.00000000,0.50000000,0.46364761,1.15885000,0.45664665,1.05735000,0.45664665,-0.05735000,0.00700096,0,0,1,72.59630041,92.08087383,62.90149252,84.64787212,0.52273715,0.40455546,0.76852176,0.49127919,1.45191820,0.57572413
3.03000000,1.00000000,0.50000000,0.46364761,1.16235000,0.46464665,1.06085000,0.46464665,-0.06085000,-0.00099904,0,0,1,72.99597028,92.85472146,62.87013800,85.12486048,0.53300842,0.41092136,0.77382172,0.50124943,1.45950587,0.58313813
3.04000000,1.00000000,0.50000000,0.46364761,1.16585000,0.45664665,1.06435000,0.45664665,-0.06435000,0.00700096,0,0,1,73.03481627,92.63708570,63.28144717,85.15918515,0.52273715,0.40455546,0.77903346,0.49127919,1.46707971,0.59061617
3.05000000,1.00000000,0.50000000,0.46364761,1.16935000,0.46464665,1.06785000,0.46464665,-0.06785000,-0.00099904,0,0,1,73.43557263,93.41391882,63.24875973,85.63750644,0.53300842,0.41092136,0.78436851,0.50124943,1.47463832,0.59815923
3.06000000,1.00000000,0.50000000,0.46364761,1.17285000,0.45664665,1.07135000,0.45664665,-0.07135000,0.00700096,0,0,1,73.47333212,93.19329756,63.66140182,85.67049818,0.52273715,0.40455546,0.78961463,0.49127919,1.48218190,0.60576669
3.07000000,1.00000000,0.50000000,0.46364761,1.17635000,0.46464665,1.07485000,0.46464665,-0.07485000,-0.00099904,0,0,1,73.87517498,93.97311618,63.62738146,86.15015239,0.53300842,0.41092136,0.79498477,0.50124943,1.48970903,0.61343954
3.08000000,1.00000000,0.50000000,0.46364761,1.17985000,0.45683068,1.07835000,0.45683068,-0.07835000,0.00681693,0,0,0,73.91595689,93.76099771,64.03620826,86.18695943,0.52297308,0.40470210,0.80026774,0.49150766,1.49721990,0.62117716
3.09000000,1.00000000,0.50000000,0.46364761,1.18335000,0.46483068,1.08185000,0.46483068,-0.08185000,-0.00118307,0,0,1,74.31911215,94.54401601,64.00079852,86.66800300,0.53324506,0.41106759,0.80567544,0.50147972,1.50471305,0.62898053
3.10000000,1.00000000,0.50000000,0.46364761,1.18685000,0.45683068,1.08535000,0.45683068,-0.08535000,0.00681693,0,0,1,74.35449713,94.31727773,64.41613236,86.69830300,0.52297308,0.40470210,0.81099282,0.49150766,1.51218871,0.63684901
3.11000000,1.00000000,0.50000000,0.46364761,1.19035000,0.46483068,1.08885000,0.46483068,-0.08885000,-0.00118307,0,0,1,74.75874014,95.10328260,64.37938946,87.18067974,0.53324506,0.41106759,0.81643563,0.50147972,1.51964541,0.64478356
3.12000000,1.00000000,0.50000000,0.46364761,1.19385000,0.45683068,1.09235000,0.45683068,-0.09235000,0.00681693,0,0,1,74.79303736,94.87355775,64.79605647,87.20964658,0.52297308,0.40470210,0.82178741,0.49150766,1.52708336,0.65278354
3.13000000,1.00000000,0.50000000,0.46364761,1.19735000,0.46483068,1.09585000,0.46483068,-0.09585000,-0.00118307,0,0,1,75.19836814,95.66254918,64.75798040,87.69335648,0.53324506,0.41106759,0.82726532,0.50147972,1.53450108,0.66084990
3.14000000,1.00000000,0.50000000,0.46364761,1.20085000,0.45691448,1.09935000,0.45691448,-0.09935000,0.00673313,0,0,0,75.23348351,95.43516339,65.17359433,87.72337640,0.52308052,0.40476887,0.83265265,0.49161170,1.54189878,0.66898200
3.15000000,1.00000000,0.50000000,0.46364761,1.20435000,0.46491448,1.10285000,0.46491448,-0.10285000,-0.00126687,0,0,1,75.64000667,96.22724040,65.13415905,88.20844552,0.53335282,0.41113417,0.83816682,0.50158460,1.54927493,0.67718079
3.16000000,1.00000000,0.50000000,0.46364761,1.20785000,0.45691448,1.10635000,0.45691448,-0.10635000,0.00673313,0,0,1,75.67203486,95.99147446,65.55350452,88.23473389,0.52308052,0.40476887,0.84358856,0.49161170,1.55662980,0.68544560
3.17000000,1.00000000,0.50000000,0.46364761,1.21135000,0.46491448,1.10985000,0.46491448,-0.10985000,-0.00126687,0,0,1,76.07964635,96.78653852,65.51273597,88.72113628,0.53335282,0.41113417,0.84913784,0.50158460,1.56396181,0.69377737
3.18000000,1.00000000,0.50000000,0.46364761,1.21485000,0.45705176,1.11335000,0.45705176,-0.11335000,0.00659585,0,0,0,76.11374715,96.55661368,65.92945950,88.75004659,0.52325653,0.40487825,0.85459589,0.49178217,1.57127121,0.70217543
3.19000000,1.00000000,0.50000000,0.46364761,1.21835000,0.46505176,1.11685000,0.46505176,-0.11685000,-0.00140415,0,0,1,76.52262032,97.35482863,65.88731463,89.23782531,0.53352936,0.41124325,0.86018219,0.50175642,1.57855642,0.71064072
3.20000000,1.00000000,0.50000000,0.46364761,1.22185000,0.45705176,1.12035000,0.45705176,-0.12035000,0.00659585,0,0,1,76.55231671,97.11297561,66.30934691,89.26142686,0.52325653,0.40487825,0.86567466,0.49178217,1.58581770,0.71917255
3.21000000,1.00000000,0.50000000,0.46364761,1.22535000,0.46505176,1.12385000,0.46505176,-0.12385000,-0.00140415,0,0,1,76.96227915,97.91417840,66.26586857,89.75053904,0.53352936,0.41124325,0.87129609,0.50175642,1.59305344,0.72777185
3.22000000,1.00000000,0.50000000,0.46364761,1.22885000,0.45705176,1.12735000,0.45705176,-0.12735000,0.00659585,0,0,1,76.99088627,97.66933755,66.68923432,89.77280714,0.52325653,0.40487825,0.87682298,0.49178217,1.60026394,0.73643791
