t,v_ref,w_ref,delta_ref,v_cmd,delta_cmd,v_meas,delta_meas,v_err,delta_err,clamped,vel_rate_limited,steer_rate_limited,fl,fr,rl,rr,steer_l,steer_r,heading,curvature,x,y
1.04000000,1.00000000,0.50000000,0.46364761,0.46585000,0.44029853,0.36435000,0.44029853,0.63565000,0.02334908,0,0,1,29.04667082,36.61932303,25.46511505,33.84874914,0.50184503,0.39149091,0.07977609,0.47114528,0.19127789,0.00699782
1.05000000,1.00000000,0.50000000,0.46364761,0.46935000,0.44829853,0.36785000,0.44829853,0.63215000,0.01534908,0,0,1,29.33036076,37.08839706,25.56847507,34.19102296,0.51205207,0.39789357,0.08152846,0.48095830,0.19494417,0.00729739
1.06000000,1.00000000,0.50000000,0.46364761,0.47285000,0.44029853,0.37135000,0.44029853,0.62865000,0.02334908,0,0,1,29.48313470,37.16957582,25.84776141,34.35737046,0.50184503,0.39149091,0.08326157,0.47114528,0.19864480,0.00760622
1.07000000,1.00000000,0.50000000,0.46364761,0.47635000,0.44829853,0.37485000,0.44829853,0.62515000,0.01534908,0,0,1,29.76780089,37.64154243,25.94980952,34.70095619,0.51205207,0.39789357,0.08504760,0.48095830,0.20237975,0.00792464
1.08000000,1.00000000,0.50000000,0.46364761,0.47985000,0.44096539,0.37835000,0.44096539,0.62165000,0.02268222,0,0,0,29.92503870,37.73624063,26.22293741,34.87346214,0.50269463,0.39202533,0.08681675,0.47196042,0.20614900,0.00825270
1.09000000,1.00000000,0.50000000,0.46364761,0.48335000,0.44896539,0.38185000,0.44896539,0.61815000,0.01468222,0,0,1,30.21102589,38.21147671,26.32356154,35.21847185,0.51290434,0.39842646,0.08863956,0.48177968,0.20995251,0.00859072
1.10000000,1.00000000,0.50000000,0.46364761,0.48685000,0.44096539,0.38535000,0.44096539,0.61465000,0.02268222,0,0,1,30.36158194,38.28673283,26.60547479,35.38219245,0.50269463,0.39202533,0.09044174,0.47196042,0.21379026,0.00893877
1.11000000,1.00000000,0.50000000,0.46364761,0.49035000,0.44896539,0.38885000,0.44896539,0.61115000,0.01468222,0,0,1,30.64854979,38.76486522,26.70478619,35.72851489,0.51290434,0.39842646,0.09229828,0.48177968,0.21766221,0.00929716
1.12000000,1.00000000,0.50000000,0.46364761,0.49385000,0.44164617,0.39235000,0.44164617,0.60765000,0.02200144,0,0,0,30.80386743,38.85449076,26.98015844,35.89877648,0.50356219,0.39257076,0.09413674,0.47279310,0.22156834,0.00966596
1.13000000,1.00000000,0.50000000,0.46364761,0.49735000,0.44964617,0.39585000,0.44964617,0.60415000,0.01400144,0,0,1,31.09217758,39.33591237,27.07804080,36.24652796,0.51377463,0.39897033,0.09603029,0.48261874,0.22550860,0.01004551
1.14000000,1.00000000,0.50000000,0.46364761,0.50085000,0.44164617,0.39935000,0.44164617,0.60065000,0.02200144,0,0,1,31.24049206,39.40522770,27.36258449,36.40761810,0.50356219,0.39257076,0.09790184,0.47279310,0.22948298,0.01043586
1.15000000,1.00000000,0.50000000,0.46364761,0.50435000,0.44964617,0.40285000,0.44964617,0.59715000,0.01400144,0,0,1,31.52978740,39.88954942,27.45915327,36.75668317,0.51377463,0.39897033,0.09982918,0.48261874,0.23349142,0.01083735
1.16000000,1.00000000,0.50000000,0.46364761,0.50785000,0.44226439,0.40635000,0.44226439,0.59365000,0.02138322,0,0,0,31.68250307,39.97210848,27.73767182,36.92379846,0.50435024,0.39306596,0.10173688,0.47354974,0.23753391,0.01125005
1.17000000,1.00000000,0.50000000,0.46364761,0.51135000,0.45026439,0.40985000,0.45026439,0.59015000,0.01338322,0,0,1,31.97312080,40.45969454,27.83281968,37.27428444,0.51456515,0.39946411,0.10370109,0.48338119,0.24161039,0.01167430
1.18000000,1.00000000,0.50000000,0.46364761,0.51485000,0.44226439,0.41335000,0.44226439,0.58665000,0.02138322,0,0,1,32.11920194,40.52306793,28.11999672,37.43274124,0.50435024,0.39306596,0.10564194,0.47354974,0.24572085,0.01211016
1.19000000,1.00000000,0.50000000,0.46364761,0.51835000,0.45026439,0.41685000,0.45026439,0.58315000,0.01338322,0,0,1,32.41080897,41.01355757,28.21383022,37.78454158,0.51456515,0.39946411,0.10763999,0.48338119,0.24986522,0.01255799
1.20000000,1.00000000,0.50000000,0.46364761,0.52185000,0.44301614,0.42035000,0.44301614,0.57965000,0.02063147,0,0,0,32.56266285,41.09422613,28.49314577,37.95085987,0.50530876,0.39366796,0.10961782,0.47447040,0.25404349,0.01301785
1.21000000,1.00000000,0.50000000,0.46364761,0.52535000,0.45101614,0.42385000,0.45101614,0.57615000,0.01263147,0,0,1,32.85567997,41.58807132,28.58553230,38.30410718,0.51552667,0.40006440,0.11165362,0.48430893,0.25825560,0.01349011
1.22000000,1.00000000,0.50000000,0.46364761,0.52885000,0.44301614,0.42735000,0.44301614,0.57265000,0.02063147,0,0,1,32.99945242,41.64545652,28.87534759,38.45992573,0.50530876,0.39366796,0.11366466,0.47447040,0.26250153,0.01397481
1.23000000,1.00000000,0.50000000,0.46364761,0.53235000,0.45101614,0.43085000,0.45101614,0.56915000,0.01263147,0,0,1,33.29346384,42.14220951,28.96641881,38.81448836,0.51552667,0.40006440,0.11573435,0.48430893,0.26678120,0.01447234
1.24000000,1.00000000,0.50000000,0.46364761,0.53585000,0.44327575,0.43435000,0.44327575,0.56565000,0.02037186,0,0,0,33.43864810,42.20385638,29.25429409,38.97224691,0.50563984,0.39387582,0.11777998,0.47478849,0.27109461,0.01498274
1.25000000,1.00000000,0.50000000,0.46364761,0.53935000,0.45127575,0.43785000,0.45127575,0.56215000,0.01237186,0,0,1,33.73380280,42.70367633,29.34400350,39.32817135,0.51585878,0.40027167,0.11988497,0.48462947,0.27544168,0.01550640
1.26000000,1.00000000,0.50000000,0.46364761,0.54285000,0.44366972,0.44135000,0.44366972,0.55865000,0.01997789,0,0,0,33.87917652,42.76620979,29.63144707,39.48636162,0.50614234,0.39419123,0.12196594,0.47527136,0.27982240,0.01604336
1.27000000,1.00000000,0.50000000,0.46364761,0.54635000,0.45166972,0.44485000,0.45166972,0.55515000,0.01197789,0,0,1,34.17555617,43.26918293,29.71976971,39.84367281,0.51636286,0.40058618,0.12410700,0.48511607,0.28423668,0.01659403
1.28000000,1.00000000,0.50000000,0.46364761,0.54985000,0.44366972,0.44835000,0.44366972,0.55165000,0.01997789,0,0,1,34.31604534,43.31767607,30.01354181,39.99553456,0.50614234,0.39419123,0.12622125,0.47527136,0.28868451,0.01715844
1.29000000,1.00000000,0.50000000,0.46364761,0.55335000,0.45166972,0.45185000,0.45166972,0.54815000,0.01197789,0,0,1,34.61342364,43.82356067,30.10054831,40.35416190,0.51636286,0.40058618,0.12839627,0.48511607,0.29316582,0.01773701
1.30000000,1.00000000,0.50000000,0.46364761,0.55685000,0.44494413,0.45535000,0.44494413,0.54465000,0.01870347,0,0,0,34.76528593,43.90579863,30.37901153,40.52133252,0.50776835,0.39521117,0.13055084,0.47683459,0.29768057,0.01832979
1.31000000,1.00000000,0.50000000,0.46364761,0.56035000,0.45294413,0.45885000,0.45294413,0.54115000,0.01070347,0,0,1,35.06442208,44.41539950,30.46446816,40.88150973,0.51799393,0.40160323,0.13276699,0.48669137,0.30222869,0.01893720
1.32000000,1.00000000,0.50000000,0.46364761,0.56385000,0.44494413,0.46235000,0.44494413,0.53765000,0.01870347,0,0,1,35.20231026,44.45772570,30.76089728,41.03071445,0.50776835,0.39521117,0.13495495,0.47683459,0.30681015,0.01955927
1.33000000,1.00000000,0.50000000,0.46364761,0.56735000,0.45294413,0.46585000,0.45294413,0.53415000,0.01070347,0,0,1,35.50245358,44.97024522,30.84503616,41.39220941,0.51799393,0.40160323,0.13720517,0.48669137,0.31142487,0.02019644
1.34000000,1.00000000,0.50000000,0.46364761,0.57085000,0.44494413,0.46935000,0.44494413,0.53065000,0.01870347,0,0,1,35.63933460,45.00965277,31.14278303,41.54009638,0.50776835,0.39521117,0.13942650,0.47683459,0.31607282,0.02084872
1.35000000,1.00000000,0.50000000,0.46364761,0.57435000,0.45294413,0.47285000,0.45294413,0.52715000,0.01070347,0,0,1,35.94048509,45.52509093,31.22560415,41.90290910,0.51799393,0.40160323,0.14171079,0.48669137,0.32075393,0.02151656
1.36000000,1.00000000,0.50000000,0.46364761,0.57785000,0.44494413,0.47635000,0.44494413,0.52365000,0.01870347,0,0,1,36.07635893,45.56157984,31.52466878,42.04947831,0.50776835,0.39521117,0.14396550,0.47683459,0.32546815,0.02219997
1.37000000,1.00000000,0.50000000,0.46364761,0.58135000,0.45294413,0.47985000,0.45294413,0.52015000,0.01070347,0,0,1,36.37851659,46.07993665,31.60617215,42.41360878,0.51799393,0.40160323,0.14628385,0.48669137,0.33021540,0.02289941
1.38000000,1.00000000,0.50000000,0.46364761,0.58485000,0.44589990,0.48335000,0.44589990,0.51665000,0.01774771,0,0,0,36.52320197,46.14244233,31.89344550,42.57196927,0.50898833,0.39597579,0.14857757,0.47800820,0.33499564,0.02361492
1.39000000,1.00000000,0.50000000,0.46364761,0.58835000,0.45389990,0.48685000,0.45389990,0.51315000,0.00974771,0,0,1,36.82696349,46.66434437,31.97345049,42.93759812,0.51921770,0.40236568,0.15093571,0.48787408,0.33980879,0.02434697
1.40000000,1.00000000,0.50000000,0.46364761,0.59185000,0.44589990,0.49035000,0.44589990,0.50965000,0.01774771,0,0,1,36.96034383,46.69471573,32.27517435,43.08150810,0.50898833,0.39597579,0.15326290,0.47800820,0.34465482,0.02509555
1.41000000,1.00000000,0.50000000,0.46364761,0.59535000,0.45389990,0.49385000,0.45389990,0.50615000,0.00974771,0,0,1,37.26511891,47.21954181,32.35386037,43.44845592,0.51921770,0.40236568,0.15565519,0.48787408,0.34953361,0.02586116
1.42000000,1.00000000,0.50000000,0.46364761,0.59885000,0.44589990,0.49735000,0.44589990,0.50265000,0.01774771,0,0,1,37.39748568,47.24698913,32.65690320,43.59104693,0.50898833,0.39597579,0.15801583,0.47800820,0.35444515,0.02664378
1.43000000,1.00000000,0.50000000,0.46364761,0.60235000,0.45389990,0.50085000,0.45389990,0.49915000,0.00974771,0,0,1,37.70327434,47.77473924,32.73427025,43.95931372,0.51921770,0.40236568,0.16044227,0.48787408,0.35938932,0.02744391
1.44000000,1.00000000,0.50000000,0.46364761,0.60585000,0.44617446,0.50435000,0.44617446,0.49565000,0.01747315,0,0,0,37.83756151,47.80788333,33.03472878,44.10448903,0.50933887,0.39619539,0.16283807,0.47834554,0.36436610,0.02826156
1.45000000,1.00000000,0.50000000,0.46364761,0.60935000,0.45417446,0.50785000,0.45417446,0.49215000,0.00947315,0,0,1,38.14454095,48.33874237,33.11072385,44.47412780,0.51956933,0.40258466,0.16530037,0.48821403,0.36937538,0.02909722
1.46000000,1.00000000,0.50000000,0.46364761,0.61285000,0.44619773,0.51135000,0.44619773,0.48865000,0.01744988,0,0,0,38.27498906,48.36099565,33.41607784,44.61440766,0.50936858,0.39621401,0.16772980,0.47837414,0.37441712,0.02995089
1.47000000,1.00000000,0.50000000,0.46364761,0.61635000,0.45419773,0.51485000,0.45419773,0.48515000,0.00944988,0,0,1,38.58299910,48.89479609,33.49074907,44.98537027,0.51959913,0.40260322,0.17022643,0.48824285,0.37949120,0.03082308
1.48000000,1.00000000,0.50000000,0.46364761,0.61985000,0.44717887,0.51835000,0.44717887,0.48165000,0.01646874,0,0,0,38.72294173,48.94493556,33.78347800,45.13827518,0.51062158,0.39699858,0.17269555,0.47958037,0.38459760,0.03171380
1.49000000,1.00000000,0.50000000,0.46364761,0.62335000,0.45517887,0.52185000,0.45517887,0.47815000,0.00846874,0,0,1,39.03261489,49.48233447,33.85663763,45.51074939,0.52085600,0.40338557,0.17523265,0.48945846,0.38973618,0.03262358
1.50000000,1.00000000,0.50000000,0.46364761,0.62685000,0.44717887,0.52535000,0.44717887,0.47465000,0.01646874,0,0,1,39.16024203,49.49767340,34.16499667,45.64802420,0.51062158,0.39699858,0.17773534,0.47958037,0.39490692,0.03355240
1.51000000,1.00000000,0.50000000,0.46364761,0.63035000,0.45517887,0.52885000,0.45517887,0.47115000,0.00846874,0,0,1,39.47093735,50.03800358,34.23683569,46.02181901,0.52085600,0.40338557,0.18030671,0.48945846,0.40010969,0.03450080
1.52000000,1.00000000,0.50000000,0.46364761,0.63385000,0.44717887,0.53235000,0.44717887,0.46765000,0.01646874,0,0,1,39.59754234,50.05041124,34.54651533,46.15777321,0.51062158,0.39699858,0.18284298,0.47958037,0.40534445,0.03546875
1.53000000,1.00000000,0.50000000,0.46364761,0.63735000,0.45517887,0.53585000,0.45517887,0.46415000,0.00846874,0,0,1,39.90925981,50.59367270,34.61703376,46.53288863,0.52085600,0.40338557,0.18544861,0.48945846,0.41061107,0.03645679
1.54000000,1.00000000,0.50000000,0.46364761,0.64085000,0.44720136,0.53935000,0.44720136,0.46065000,0.01644625,0,0,0,40.03509880,50.60389760,34.92769547,46.66786075,0.51065031,0.39701655,0.18801859,0.47960803,0.41590952,0.03746490
1.55000000,1.00000000,0.50000000,0.46364761,0.64435000,0.45520136,0.54285000,0.45520136,0.45715000,0.00844625,0,0,1,40.34785374,51.15010615,34.99688879,47.04430127,0.52088482,0.40340350,0.19065863,0.48948634,0.42123965,0.03849363
1.56000000,1.00000000,0.50000000,0.46364761,0.64785000,0.44805706,0.54635000,0.44805706,0.45365000,0.01559055,0,0,0,40.48228498,51.18546290,35.29618202,47.19064188,0.51174351,0.39770059,0.19326790,0.48066100,0.42660143,0.03954299
1.57000000,1.00000000,0.50000000,0.46364761,0.65135000,0.45605706,0.54985000,0.45605706,0.45015000,0.00759055,0,0,1,40.79665146,51.73521019,35.36388227,47.56857548,0.52198139,0.40408560,0.19594801,0.49054751,0.43199471,0.04061353
1.58000000,1.00000000,0.50000000,0.46364761,0.65485000,0.44805706,0.55335000,0.44805706,0.44665000,0.01559055,0,0,1,40.91969486,51.73852031,35.67755622,47.70053537,0.51174351,0.39770059,0.19859092,0.48066100,0.43741945,0.04170522
1.59000000,1.00000000,0.50000000,0.46364761,0.65835000,0.45605706,0.55685000,0.45605706,0.44315000,0.00759055,0,0,1,41.23508941,52.29120385,35.74393474,48.07979069,0.52198139,0.40408560,0.20130537,0.49054751,0.44287550,0.04281864
1.60000000,1.00000000,0.50000000,0.46364761,0.66185000,0.44805706,0.56035000,0.44805706,0.43965000,0.01559055,0,0,1,41.35710475,52.29157772,36.05893042,48.21042885,0.51174351,0.39770059,0.20398193,0.48066100,0.44836283,0.04395374
1.61000000,1.00000000,0.50000000,0.46364761,0.66535000,0.45605706,0.56385000,0.45605706,0.43615000,0.00759055,0,0,1,41.67352736,52.84719752,36.12398721,48.59100590,0.52198139,0.40408560,0.20673071,0.49054751,0.45388127,0.04511111
1.62000000,1.00000000,0.50000000,0.46364761,0.66885000,0.44816539,0.56735000,0.44816539,0.43265000,0.01548222,0,0,0,41.79581052,52.84840531,36.43860101,48.72202594,0.51188193,0.39778717,0.20944167,0.48079437,0.45943079,0.04629071
1.63000000,1.00000000,0.50000000,0.46364761,0.67235000,0.45616539,0.57085000,0.45616539,0.42915000,0.00748222,0,0,1,42.11333807,53.40704018,36.50231380,49.10394699,0.52212024,0.40417194,0.21222555,0.49068191,0.46501122,0.04749312
1.64000000,1.00000000,0.50000000,0.46364761,0.67585000,0.44863332,0.57435000,0.44863332,0.42565000,0.01501429,0,0,0,42.23890096,53.41796709,36.81251960,49.23937503,0.51247991,0.39816111,0.21497346,0.48137059,0.47062251,0.04871833
1.65000000,1.00000000,0.50000000,0.46364761,0.67935000,0.45663332,0.57785000,0.45663332,0.42215000,0.00701429,0,0,1,42.55779280,53.97988213,36.87481364,49.62271483,0.52272006,0.40454484,0.21779502,0.49126264,0.47626450,0.04996694
1.66000000,1.00000000,0.50000000,0.46364761,0.68285000,0.44863332,0.58135000,0.44863332,0.41865000,0.01501429,0,0,1,42.67638311,53.97123449,37.19379893,49.74936338,0.51247991,0.39816111,0.22057662,0.48137059,0.48193715,0.05123888
1.67000000,1.00000000,0.50000000,0.46364761,0.68635000,0.45663332,0.58485000,0.45663332,0.41515000,0.00701429,0,0,1,42.99630689,54.53608905,37.25477050,50.13402565,0.52272006,0.40454484,0.22343258,0.49126264,0.48764027,0.05253478
1.68000000,1.00000000,0.50000000,0.46364761,0.68985000,0.44882669,0.58835000,0.44882669,0.41165000,0.01482091,0,0,0,43.11626096,54.53145153,37.57193987,50.26249012,0.51272706,0.39831563,0.22624927,0.48160880,0.49337383,0.05385459
1.69000000,1.00000000,0.50000000,0.46364761,0.69335000,0.45682669,0.59185000,0.45682669,0.40815000,0.00682091,0,0,1,43.43735807,55.09938980,37.63154840,50.64851543,0.52296797,0.40469892,0.22914102,0.49150270,0.49913763,0.05519893
1.70000000,1.00000000,0.50000000,0.46364761,0.69685000,0.44898740,0.59535000,0.44898740,0.40465000,0.01466021,0,0,0,43.55578095,55.09062558,37.95055227,50.77514541,0.51293247,0.39844404,0.23199260,0.48180679,0.50493164,0.05656774
1.71000000,1.00000000,0.50000000,0.46364761,0.70035000,0.45698740,0.59885000,0.45698740,0.40115000,0.00666021,0,0,1,43.87802994,55.66162525,38.00880414,51.16252737,0.52317401,0.40482697,0.23491995,0.49170225,0.51075565,0.05796166
1.72000000,1.00000000,0.50000000,0.46364761,0.70385000,0.44927905,0.60235000,0.44927905,0.39765000,0.01436856,0,0,0,43.99700409,55.65472475,38.32694197,51.29002339,0.51330529,0.39867705,0.23780740,0.48216620,0.51660963,0.05938062
1.73000000,1.00000000,0.50000000,0.46364761,0.70735000,0.45727905,0.60585000,0.45727905,0.39415000,0.00636856,0,0,1,44.32050481,56.22888691,38.38380892,51.67879028,0.52354797,0.40505933,0.24077135,0.49206446,0.52249337,0.06082529
1.74000000,1.00000000,0.50000000,0.46364761,0.71085000,0.44927905,0.60935000,0.44927905,0.39065000,0.01436856,0,0,1,44.43456753,56.20822773,38.70811494,51.80011810,0.51330529,0.39867705,0.24369255,0.48216620,0.52840683,0.06229557
1.75000000,1.00000000,0.50000000,0.46364761,0.71435000,0.45727905,0.61285000,0.45727905,0.38715000,0.00636856,0,0,1,44.75910456,56.78533310,38.76365859,52.19020829,0.52354797,0.40505933,0.24669095,0.49206446,0.53434979,0.06379213
1.76000000,1.00000000,0.50000000,0.46364761,0.71785000,0.45000174,0.61635000,0.45000174,0.38365000,0.01364587,0,0,0,44.88150418,56.78880501,39.07707218,52.32242854,0.51422928,0.39925434,0.24965136,0.48305721,0.54032221,0.06531492
1.77000000,1.00000000,0.50000000,0.46364761,0.72135000,0.45800174,0.61985000,0.45800174,0.38015000,0.00564587,0,0,1,45.20762666,57.36940991,39.13113684,52.71399772,0.52447479,0.40563500,0.25268974,0.49296245,0.54632387,0.06686460
1.78000000,1.00000000,0.50000000,0.46364761,0.72485000,0.45000174,0.62335000,0.45000174,0.37665000,0.01364587,0,0,1,45.31915902,57.34257200,39.45812603,52.83264237,0.51422928,0.39925434,0.25568397,0.48305721,0.55235472,0.06844110
1.79000000,1.00000000,0.50000000,0.46364761,0.72835000,0.45800174,0.62685000,0.45800174,0.37315000,0.00564587,0,0,1,45.64632270,57.92612423,39.51086645,53.22553579,0.52447479,0.40563500,0.25875685,0.49296245,0.55841454,0.07004508
1.80000000,1.00000000,0.50000000,0.46364761,0.73185000,0.45000174,0.63035000,0.45000174,0.36965000,0.01364587,0,0,1,45.75681387,57.89633900,39.83917988,53.34285620,0.51422928,0.39925434,0.26178489,0.48305721,0.56450328,0.07167646
1.81000000,1.00000000,0.50000000,0.46364761,0.73535000,0.45800174,0.63385000,0.45800174,0.36615000,0.00564587,0,0,1,46.08501874,58.48283854,39.89059607,53.73707385,0.52447479,0.40563500,0.26489228,0.49296245,0.57062069,0.07333591
1.82000000,1.00000000,0.50000000,0.46364761,0.73885000,0.45018484,0.63735000,0.45018484,0.36265000,0.01346276,0,0,0,46.19692038,58.45717258,40.21704673,53.85625703,0.51446343,0.39940059,0.26795557,0.48328306,0.57676675,0.07502336
1.83000000,1.00000000,0.50000000,0.46364761,0.74235000,0.45818484,0.64085000,0.45818484,0.35915000,0.00546276,0,0,1,46.52630946,59.04676367,40.26709848,54.25183912,0.52470966,0.40578083,0.27109892,0.49319008,0.58294119,0.07673949
1.84000000,1.00000000,0.50000000,0.46364761,0.74585000,0.45025720,0.64435000,0.45025720,0.35565000,0.01339041,0,0,0,46.63557719,59.01382592,40.59679901,54.36777244,0.51455595,0.39945837,0.27419661,0.48337232,0.58914398,0.07848422
1.85000000,1.00000000,0.50000000,0.46364761,0.74935000,0.45825720,0.64785000,0.45825720,0.35215000,0.00539041,0,0,1,46.96606573,59.60642279,40.64551031,54.76469498,0.52480246,0.40583845,0.27737506,0.49328003,0.59537486,0.08025825
1.86000000,1.00000000,0.50000000,0.46364761,0.75285000,0.45075310,0.65135000,0.45075310,0.34865000,0.01289451,0,0,0,47.08004857,59.58720305,40.96901228,54.88682684,0.51519021,0.39985438,0.28051055,0.48398424,0.60163377,0.08206148
1.87000000,1.00000000,0.50000000,0.46364761,0.75635000,0.45875310,0.65485000,0.45875310,0.34515000,0.00489451,0,0,1,47.41197451,60.18314532,41.01628873,55.28518423,0.52543866,0.40623335,0.28372755,0.49389675,0.60792046,0.08389464
1.88000000,1.00000000,0.50000000,0.46364761,0.75985000,0.45075310,0.65835000,0.45075310,0.34165000,0.01289451,0,0,1,47.51779891,60.14124492,41.34994220,55.39716461,0.51519021,0.39985438,0.28689692,0.48398424,0.61423487,0.08575763
1.89000000,1.00000000,0.50000000,0.46364761,0.76335000,0.45875310,0.66185000,0.45875310,0.33815000,0.00489451,0,0,1,47.85077113,60.74013880,41.39589344,55.79684720,0.52543866,0.40623335,0.29014849,0.49389675,0.62057672,0.08765114
1.90000000,1.00000000,0.50000000,0.46364761,0.76685000,0.45075310,0.66535000,0.45075310,0.33465000,0.01289451,0,0,1,47.95554924,60.69528679,41.73087211,55.90750238,0.51519021,0.39985438,0.29335174,0.48398424,0.62694598,0.08957508
1.91000000,1.00000000,0.50000000,0.46364761,0.77035000,0.45875310,0.66885000,0.45875310,0.33115000,0.00489451,0,0,1,48.28956774,61.29713228,41.77549815,56.30851018,0.52543866,0.40623335,0.29663788,0.49389675,0.63334236,0.09153018
1.92000000,1.00000000,0.50000000,0.46364761,0.77385000,0.45134539,0.67235000,0.45134539,0.32765000,0.01230222,0,0,0,48.40165809,61.27331377,42.10099483,56.42864734,0.51594788,0.40032727,0.29987990,0.48471547,0.63976581,0.09351634
1.93000000,1.00000000,0.50000000,0.46364761,0.77735000,0.45934539,0.67585000,0.45934539,0.32415000,0.00430222,0,0,1,48.73720673,61.87859529,42.14416146,56.83111455,0.52619864,0.40670491,0.30320557,0.49463373,0.64621601,0.09553430
1.94000000,1.00000000,0.50000000,0.46364761,0.78085000,0.45134539,0.67935000,0.45134539,0.32065000,0.01230222,0,0,1,48.83948403,61.82757260,42.48182699,56.93908286,0.51594788,0.40032727,0.30648152,0.48471547,0.65269294,0.09758394
1.95000000,1.00000000,0.50000000,0.46364761,0.78435000,0.45934539,0.68285000,0.45934539,0.31715000,0.00430222,0,0,1,49.17608298,62.43580912,42.52366764,57.34287605,0.52619864,0.40670491,0.30984181,0.49463373,0.65919628,0.09966600
1.96000000,1.00000000,0.50000000,0.46364761,0.78785000,0.45134539,0.68635000,0.45134539,0.31365000,0.01230222,0,0,1,49.27730998,62.38183143,42.86265914,57.44951839,0.51594788,0.40032727,0.31315169,0.48471547,0.66572599,0.10178036
1.97000000,1.00000000,0.50000000,0.46364761,0.79135000,0.45934539,0.68985000,0.45934539,0.31015000,0.00430222,0,0,1,49.61495922,62.99302294,42.90317383,57.85463755,0.52619864,0.40670491,0.31654661,0.49463373,0.67228175,0.10392777
1.98000000,1.00000000,0.50000000,0.46364761,0.79485000,0.45152584,0.69335000,0.45152584,0.30665000,0.01212177,0,0,0,49.71775824,62.94360164,43.24010809,57.96333712,0.51617875,0.40047132,0.31989196,0.48493833,0.67886351,0.10610811
1.99000000,1.00000000,0.50000000,0.46364761,0.79835000,0.45952584,0.69685000,0.45952584,0.30315000,0.00412177,0,0,1,50.05660902,63.55789895,43.27925517,58.36982389,0.52643022,0.40684856,0.32332306,0.49485835,0.68547093,0.10832213
2.00000000,1.00000000,0.50000000,0.46364761,0.80185000,0.45152584,0.70035000,0.45152584,0.29965000,0.01212177,0,0,1,50.15560728,63.49792662,43.62091045,58.47380244,0.51617875,0.40047132,0.32670235,0.48493833,0.69210399,0.11056971
2.01000000,1.00000000,0.50000000,0.46364761,0.80535000,0.45952584,0.70385000,0.45952584,0.29615000,0.00412177,0,0,1,50.49550958,64.11517996,43.65873132,58.88161542,0.52643022,0.40684856,0.33016809,0.49485835,0.69876232,0.11285160
2.02000000,1.00000000,0.50000000,0.46364761,0.80885000,0.45215168,0.70735000,0.45215168,0.29265000,0.01149592,0,0,0,50.60273596,64.07878265,43.98976756,58.99621301,0.51697961,0.40097086,0.33358677,0.48571159,0.70544589,0.11516771
2.03000000,1.00000000,0.50000000,0.46364761,0.81235000,0.46015168,0.71085000,0.46015168,0.28915000,0.00349592,0,0,1,50.94422337,64.69952268,44.02611606,59.40549836,0.52723351,0.40734671,0.33709267,0.49563770,0.71215432,0.11751881
2.04000000,1.00000000,0.50000000,0.46364761,0.81585000,0.45215168,0.71435000,0.45215168,0.28565000,0.01149592,0,0,1,51.04066530,64.63333724,44.37046655,59.50678171,0.51697961,0.40097086,0.34054535,0.48571159,0.71888759,0.11990475
2.05000000,1.00000000,0.50000000,0.46364761,0.81935000,0.46015168,0.71785000,0.46015168,0.28215000,0.00349592,0,0,1,51.38320849,65.25703688,44.40548802,59.91739408,0.52723351,0.40734671,0.34408594,0.49563770,0.72564532,0.12232631
2.06000000,1.00000000,0.50000000,0.46364761,0.82285000,0.45215168,0.72135000,0.45215168,0.27865000,0.01149592,0,0,1,51.47859465,65.18789182,44.75116553,60.01735041,0.51697961,0.40097086,0.34757262,0.48571159,0.73242747,0.12478335
2.07000000,1.00000000,0.50000000,0.46364761,0.82635000,0.46015168,0.72485000,0.46015168,0.27515000,0.00349592,0,0,1,51.82219362,65.81455108,44.78485998,60.42928980,0.52723351,0.40734671,0.35114790,0.49563770,0.73923365,0.12727666
2.08000000,1.00000000,0.50000000,0.46364761,0.82985000,0.45215168,0.72835000,0.45215168,0.27165000,0.01149592,0,0,1,51.91652400,65.74244641,45.13186452,60.52791910,0.51697961,0.40097086,0.35466858,0.48571159,0.74606384,0.12980607
2.09000000,1.00000000,0.50000000,0.46364761,0.83335000,0.46015168,0.73185000,0.46015168,0.26815000,0.00349592,0,0,1,52.26117874,66.37206528,45.16423194,60.94118552,0.52723351,0.40734671,0.35827856,0.49563770,0.75291763,0.13237240
2.10000000,1.00000000,0.50000000,0.46364761,0.83685000,0.45264454,0.73535000,0.45264454,0.26465000,0.01100307,0,0,0,52.36204178,66.31864085,45.50282569,61.04822561,0.51761042,0.40136418,0.36183770,0.48632087,0.75979497,0.13497549
2.11000000,1.00000000,0.50000000,0.46364761,0.84035000,0.46064454,0.73885000,0.46064454,0.26115000,0.00300307,0,0,1,52.70818652,66.95164904,45.53374825,61.46293689,0.52786623,0.40773893,0.36548688,0.49625178,0.76669546,0.13761617
2.12000000,1.00000000,0.50000000,0.46364761,0.84385000,0.45264454,0.74235000,0.45264454,0.25765000,0.01100307,0,0,1,52.80003461,66.87337645,45.88344322,61.55887576,0.51761042,0.40136418,0.36908007,0.48632087,0.77361906,0.14029425
2.13000000,1.00000000,0.50000000,0.46364761,0.84735000,0.46064454,0.74585000,0.46064454,0.25415000,0.00300307,0,0,1,53.14723847,67.50934707,45.91303811,61.97491471,0.52786623,0.40773893,0.37276399,0.49625178,0.78056534,0.14301057
